# Network edges data
# Layout: spring
# N: 28004, m: 3
# h: 0.8, f_a: 0.1
# Generated: 2026-04-10T16:53:11.757107
source,target,source_type,target_type 
12848,2153,Type b,Type b
12848,260,Type b,Type b
12848,3186,Type b,Type b
12849,9972,Type b,Type b
12849,11357,Type b,Type a
12849,2115,Type b,Type b
12850,1042,Type b,Type b
12850,1599,Type b,Type b
12850,1743,Type b,Type b
12851,7747,Type b,Type b
12851,6974,Type b,Type b
12851,10103,Type b,Type b
12852,4690,Type b,Type b
12852,2951,Type b,Type b
12852,11778,Type b,Type b
12853,3904,Type a,Type b
12853,5732,Type a,Type b
12853,2259,Type a,Type b
12854,4426,Type b,Type b
12854,4083,Type b,Type b
12854,850,Type b,Type b
12855,5121,Type b,Type b
12855,4651,Type b,Type b
12855,4547,Type b,Type b
12856,4503,Type b,Type b
12856,992,Type b,Type b
12856,5406,Type b,Type b
12857,6898,Type b,Type b
12857,5277,Type b,Type b
12857,43,Type b,Type b
12858,8766,Type a,Type b
12858,37,Type a,Type b
12858,2993,Type a,Type b
12859,2352,Type b,Type b
12859,8819,Type b,Type b
12859,402,Type b,Type b
12860,6968,Type b,Type b
12860,9405,Type b,Type b
12860,1306,Type b,Type b
12861,6510,Type b,Type b
12861,7824,Type b,Type b
12861,12045,Type b,Type b
12862,10433,Type a,Type a
12862,989,Type a,Type b
12862,7108,Type a,Type b
12863,7042,Type b,Type b
12863,1808,Type b,Type b
12863,40,Type b,Type b
12864,12537,Type b,Type b
12864,10252,Type b,Type b
12864,696,Type b,Type b
12865,8427,Type a,Type b
12865,12415,Type a,Type b
12865,2006,Type a,Type b
12866,2845,Type b,Type b
12866,5562,Type b,Type b
12866,8080,Type b,Type b
12867,5953,Type b,Type b
12867,3134,Type b,Type b
12867,3577,Type b,Type b
12868,150,Type b,Type b
12868,11899,Type b,Type b
12868,2804,Type b,Type b
12869,7514,Type b,Type b
12869,1074,Type b,Type b
12869,823,Type b,Type b
12870,3831,Type b,Type b
12870,10887,Type b,Type b
12870,12178,Type b,Type b
12871,73,Type b,Type b
12871,11308,Type b,Type b
12871,4381,Type b,Type b
12872,3618,Type a,Type b
12872,5067,Type a,Type b
12872,4733,Type a,Type b
12873,8094,Type b,Type b
12873,9276,Type b,Type b
12873,1052,Type b,Type b
12874,1162,Type a,Type a
12874,223,Type a,Type b
12874,5312,Type a,Type b
12875,333,Type b,Type b
12875,8771,Type b,Type b
12875,743,Type b,Type b
12876,12725,Type b,Type b
12876,11970,Type b,Type b
12876,8878,Type b,Type b
12877,11622,Type b,Type b
12877,5732,Type b,Type b
12877,6458,Type b,Type b
12878,3358,Type b,Type b
12878,6264,Type b,Type b
12878,6580,Type b,Type b
12879,5608,Type b,Type b
12879,10626,Type b,Type b
12879,12267,Type b,Type b
12880,10075,Type b,Type b
12880,7250,Type b,Type b
12880,1662,Type b,Type b
12881,503,Type b,Type b
12881,6298,Type b,Type b
12881,6090,Type b,Type b
12882,7681,Type b,Type b
12882,11348,Type b,Type b
12882,11410,Type b,Type b
12883,8104,Type b,Type b
12883,2469,Type b,Type b
12883,4418,Type b,Type b
12884,3894,Type b,Type b
12884,5888,Type b,Type b
12884,10415,Type b,Type b
12885,12694,Type b,Type b
12885,471,Type b,Type b
12885,10521,Type b,Type b
12886,941,Type b,Type b
12886,10099,Type b,Type b
12886,2497,Type b,Type b
12887,10206,Type b,Type b
12887,9953,Type b,Type b
12887,1105,Type b,Type b
12888,5037,Type b,Type b
12888,4015,Type b,Type b
12888,223,Type b,Type b
12889,4474,Type b,Type b
12889,5635,Type b,Type b
12889,361,Type b,Type b
12890,692,Type a,Type b
12890,5989,Type a,Type b
12890,8951,Type a,Type b
12891,6952,Type b,Type b
12891,7357,Type b,Type b
12891,10443,Type b,Type b
12892,6996,Type b,Type b
12892,1569,Type b,Type b
12892,4833,Type b,Type b
12893,1799,Type b,Type b
12893,4594,Type b,Type b
12893,11836,Type b,Type b
12894,12760,Type b,Type b
12894,6935,Type b,Type b
12894,11784,Type b,Type b
12895,5083,Type b,Type a
12895,4135,Type b,Type b
12895,10146,Type b,Type b
12896,8874,Type b,Type b
12896,5176,Type b,Type b
12896,9036,Type b,Type b
12897,2111,Type b,Type b
12897,7373,Type b,Type b
12897,3860,Type b,Type b
12898,7945,Type b,Type b
12898,2731,Type b,Type b
12898,8181,Type b,Type b
12899,6984,Type b,Type a
12899,343,Type b,Type b
12899,12481,Type b,Type b
12900,7167,Type b,Type b
12900,2459,Type b,Type b
12900,9808,Type b,Type b
12901,7508,Type b,Type b
12901,2689,Type b,Type b
12901,613,Type b,Type b
12902,485,Type b,Type b
12902,187,Type b,Type b
12902,4617,Type b,Type b
12903,27,Type b,Type b
12903,9306,Type b,Type b
12903,7505,Type b,Type b
12904,4755,Type a,Type b
12904,5241,Type a,Type b
12904,7591,Type a,Type b
12905,9238,Type b,Type b
12905,8765,Type b,Type b
12905,1747,Type b,Type b
12906,12586,Type b,Type b
12906,12444,Type b,Type b
12906,6102,Type b,Type b
12907,2287,Type b,Type b
12907,111,Type b,Type b
12907,6996,Type b,Type b
12908,10196,Type b,Type b
12908,5695,Type b,Type b
12908,10721,Type b,Type b
12909,1485,Type b,Type b
12909,6630,Type b,Type b
12909,2222,Type b,Type b
12910,38,Type b,Type b
12910,1474,Type b,Type b
12910,1125,Type b,Type b
12911,11010,Type b,Type b
12911,3149,Type b,Type b
12911,6732,Type b,Type b
12912,870,Type b,Type b
12912,2835,Type b,Type b
12912,9605,Type b,Type b
12913,163,Type b,Type b
12913,12594,Type b,Type b
12913,1562,Type b,Type b
12914,7306,Type b,Type b
12914,11189,Type b,Type b
12914,841,Type b,Type b
12915,12527,Type b,Type b
12915,445,Type b,Type b
12915,5536,Type b,Type b
12916,2634,Type b,Type b
12916,11775,Type b,Type b
12916,11151,Type b,Type b
12917,6987,Type b,Type b
12917,5666,Type b,Type b
12917,325,Type b,Type b
12918,3132,Type b,Type b
12918,867,Type b,Type b
12918,3925,Type b,Type b
12919,5590,Type b,Type b
12919,3588,Type b,Type b
12919,7246,Type b,Type b
12920,1103,Type b,Type b
12920,3674,Type b,Type b
12920,4794,Type b,Type b
12921,10755,Type b,Type b
12921,7286,Type b,Type b
12921,107,Type b,Type b
12922,2223,Type b,Type b
12922,3421,Type b,Type b
12922,12603,Type b,Type b
12923,4755,Type b,Type b
12923,1635,Type b,Type b
12923,3420,Type b,Type b
12924,3312,Type b,Type b
12924,3801,Type b,Type b
12924,1712,Type b,Type b
12925,3540,Type b,Type b
12925,7102,Type b,Type b
12925,1838,Type b,Type b
12926,9,Type b,Type b
12926,12465,Type b,Type b
12926,5955,Type b,Type b
12927,10801,Type b,Type b
12927,3676,Type b,Type b
12927,2381,Type b,Type b
12928,89,Type b,Type b
12928,4195,Type b,Type b
12928,10922,Type b,Type b
12929,255,Type b,Type b
12929,10906,Type b,Type b
12929,3330,Type b,Type b
12930,7236,Type b,Type b
12930,2951,Type b,Type b
12930,2430,Type b,Type b
12931,8571,Type b,Type b
12931,6465,Type b,Type b
12931,5774,Type b,Type b
12932,686,Type b,Type b
12932,158,Type b,Type a
12932,4525,Type b,Type b
12933,6962,Type b,Type b
12933,8340,Type b,Type b
12933,2298,Type b,Type b
12934,10286,Type b,Type b
12934,1672,Type b,Type b
12934,10042,Type b,Type b
12935,5532,Type b,Type b
12935,5045,Type b,Type b
12935,11229,Type b,Type b
12936,6284,Type b,Type b
12936,2159,Type b,Type b
12936,7692,Type b,Type b
12937,1552,Type b,Type b
12937,540,Type b,Type b
12937,8766,Type b,Type b
12938,8274,Type b,Type b
12938,10532,Type b,Type b
12938,12277,Type b,Type b
12939,965,Type b,Type b
12939,8754,Type b,Type b
12939,3298,Type b,Type b
12940,12204,Type b,Type b
12940,3805,Type b,Type b
12940,1746,Type b,Type b
12941,1728,Type b,Type b
12941,441,Type b,Type b
12941,697,Type b,Type b
12942,4508,Type b,Type b
12942,959,Type b,Type b
12942,10193,Type b,Type b
12943,12642,Type b,Type b
12943,2213,Type b,Type b
12943,26,Type b,Type b
12944,8701,Type b,Type a
12944,112,Type b,Type b
12944,2401,Type b,Type b
12945,11476,Type a,Type b
12945,773,Type a,Type b
12945,7660,Type a,Type b
12946,1968,Type b,Type b
12946,7295,Type b,Type b
12946,5092,Type b,Type b
12947,7204,Type b,Type b
12947,57,Type b,Type b
12947,11650,Type b,Type b
12948,1283,Type a,Type b
12948,3987,Type a,Type b
12948,12085,Type a,Type b
12949,3050,Type b,Type b
12949,1907,Type b,Type b
12949,2228,Type b,Type b
12950,9480,Type b,Type b
12950,6947,Type b,Type b
12950,2192,Type b,Type b
12951,22,Type b,Type b
12951,4353,Type b,Type b
12951,5524,Type b,Type b
12952,11387,Type b,Type b
12952,7484,Type b,Type b
12952,398,Type b,Type b
12953,1444,Type b,Type a
12953,6940,Type b,Type b
12953,11325,Type b,Type b
12954,5736,Type b,Type b
12954,6784,Type b,Type b
12954,7056,Type b,Type b
12955,2074,Type b,Type b
12955,69,Type b,Type b
12955,1972,Type b,Type b
12956,1969,Type b,Type b
12956,111,Type b,Type b
12956,5407,Type b,Type b
12957,2104,Type a,Type b
12957,5289,Type a,Type b
12957,1127,Type a,Type b
12958,11965,Type b,Type a
12958,3543,Type b,Type b
12958,1317,Type b,Type b
12959,6761,Type b,Type b
12959,5586,Type b,Type b
12959,3205,Type b,Type b
12960,12171,Type b,Type b
12960,5668,Type b,Type b
12960,594,Type b,Type b
12961,1971,Type b,Type b
12961,8784,Type b,Type b
12961,5295,Type b,Type b
12962,715,Type b,Type b
12962,328,Type b,Type b
12962,680,Type b,Type b
12963,6526,Type b,Type b
12963,3274,Type b,Type a
12963,9068,Type b,Type b
12964,6884,Type b,Type b
12964,798,Type b,Type b
12964,6032,Type b,Type b
12965,42,Type b,Type b
12965,3092,Type b,Type b
12965,436,Type b,Type b
12966,9019,Type b,Type b
12966,5169,Type b,Type b
12966,1271,Type b,Type b
12967,3068,Type b,Type b
12967,11874,Type b,Type b
12967,1231,Type b,Type b
12968,839,Type b,Type b
12968,7163,Type b,Type b
12968,709,Type b,Type b
12969,4197,Type a,Type b
12969,6555,Type a,Type b
12969,9974,Type a,Type b
12970,1230,Type b,Type b
12970,10192,Type b,Type b
12970,5776,Type b,Type b
12971,311,Type b,Type b
12971,6963,Type b,Type b
12971,2880,Type b,Type b
12972,12677,Type b,Type b
12972,2232,Type b,Type b
12972,2364,Type b,Type b
12973,4625,Type b,Type b
12973,4073,Type b,Type b
12973,584,Type b,Type b
12974,7608,Type b,Type b
12974,4476,Type b,Type b
12974,3845,Type b,Type b
12975,1691,Type b,Type b
12975,5338,Type b,Type b
12975,2846,Type b,Type a
12976,11486,Type b,Type b
12976,3727,Type b,Type b
12976,3945,Type b,Type b
12977,3045,Type b,Type b
12977,2120,Type b,Type b
12977,9102,Type b,Type b
12978,682,Type b,Type b
12978,3700,Type b,Type b
12978,11152,Type b,Type b
12979,2278,Type b,Type b
12979,363,Type b,Type b
12979,10172,Type b,Type b
12980,976,Type b,Type b
12980,2759,Type b,Type b
12980,5752,Type b,Type b
12981,3861,Type b,Type b
12981,9953,Type b,Type b
12981,78,Type b,Type b
12982,2907,Type b,Type b
12982,3238,Type b,Type b
12982,2782,Type b,Type b
12983,8440,Type b,Type b
12983,6814,Type b,Type b
12983,4027,Type b,Type b
12984,1336,Type b,Type b
12984,1327,Type b,Type b
12984,10462,Type b,Type b
12985,10159,Type b,Type b
12985,672,Type b,Type b
12985,1740,Type b,Type b
12986,5206,Type b,Type b
12986,20,Type b,Type b
12986,499,Type b,Type b
12987,1774,Type b,Type b
12987,2845,Type b,Type b
12987,9184,Type b,Type b
12988,3294,Type b,Type b
12988,1387,Type b,Type b
12988,2436,Type b,Type b
12989,12961,Type b,Type b
12989,6697,Type b,Type b
12989,7741,Type b,Type b
12990,12713,Type b,Type b
12990,4893,Type b,Type b
12990,5963,Type b,Type b
12991,1038,Type b,Type b
12991,2321,Type b,Type a
12991,647,Type b,Type b
12992,9877,Type b,Type b
12992,658,Type b,Type b
12992,1871,Type b,Type b
12993,10176,Type b,Type b
12993,12384,Type b,Type b
12993,686,Type b,Type b
12994,352,Type b,Type b
12994,10564,Type b,Type a
12994,28,Type b,Type b
12995,78,Type b,Type b
12995,763,Type b,Type b
12995,11824,Type b,Type b
12996,7130,Type b,Type b
12996,7524,Type b,Type b
12996,3412,Type b,Type b
12997,6276,Type a,Type b
12997,5887,Type a,Type b
12997,4302,Type a,Type b
12998,8268,Type b,Type b
12998,1148,Type b,Type b
12998,5742,Type b,Type b
12999,5194,Type b,Type b
12999,5719,Type b,Type b
12999,8537,Type b,Type b
13000,2063,Type b,Type b
13000,1478,Type b,Type b
13000,4233,Type b,Type a
13001,263,Type a,Type b
13001,9783,Type a,Type b
13001,8615,Type a,Type b
13002,315,Type b,Type b
13002,4773,Type b,Type b
13002,7133,Type b,Type b
13003,188,Type b,Type b
13003,8366,Type b,Type b
13003,8760,Type b,Type b
13004,10995,Type b,Type b
13004,1604,Type b,Type b
13004,729,Type b,Type b
13005,3894,Type b,Type b
13005,6654,Type b,Type b
13005,7328,Type b,Type b
13006,10512,Type b,Type b
13006,906,Type b,Type b
13006,3830,Type b,Type b
13007,1871,Type b,Type b
13007,7851,Type b,Type b
13007,1180,Type b,Type b
13008,837,Type b,Type b
13008,9405,Type b,Type b
13008,560,Type b,Type b
13009,1433,Type b,Type b
13009,13,Type b,Type b
13009,8817,Type b,Type b
13010,12664,Type b,Type b
13010,1486,Type b,Type b
13010,3005,Type b,Type b
13011,7134,Type b,Type b
13011,7729,Type b,Type b
13011,4525,Type b,Type b
13012,3891,Type b,Type b
13012,6120,Type b,Type b
13012,1355,Type b,Type b
13013,83,Type b,Type b
13013,8880,Type b,Type b
13013,5062,Type b,Type b
13014,431,Type b,Type b
13014,11981,Type b,Type b
13014,1242,Type b,Type b
13015,5290,Type b,Type b
13015,2788,Type b,Type b
13015,23,Type b,Type b
13016,10494,Type b,Type b
13016,1301,Type b,Type b
13016,2135,Type b,Type b
13017,3596,Type b,Type b
13017,3394,Type b,Type b
13017,10465,Type b,Type b
13018,3217,Type a,Type b
13018,8659,Type a,Type b
13018,2571,Type a,Type b
13019,10279,Type b,Type b
13019,9,Type b,Type b
13019,2965,Type b,Type b
13020,6496,Type b,Type b
13020,51,Type b,Type b
13020,2467,Type b,Type b
13021,12953,Type b,Type b
13021,116,Type b,Type b
13021,4649,Type b,Type b
13022,2775,Type b,Type b
13022,550,Type b,Type b
13022,4683,Type b,Type b
13023,936,Type b,Type b
13023,8878,Type b,Type b
13023,3640,Type b,Type b
13024,3259,Type b,Type b
13024,8670,Type b,Type b
13024,7883,Type b,Type b
13025,2863,Type b,Type b
13025,11129,Type b,Type b
13025,114,Type b,Type b
13026,9332,Type b,Type b
13026,5884,Type b,Type b
13026,8265,Type b,Type b
13027,9558,Type b,Type b
13027,3972,Type b,Type b
13027,12990,Type b,Type b
13028,4076,Type b,Type b
13028,368,Type b,Type b
13028,7507,Type b,Type b
13029,4051,Type b,Type b
13029,4563,Type b,Type b
13029,3008,Type b,Type b
13030,458,Type b,Type b
13030,3910,Type b,Type b
13030,4878,Type b,Type b
13031,9138,Type b,Type b
13031,7979,Type b,Type b
13031,2346,Type b,Type b
13032,12297,Type b,Type b
13032,5547,Type b,Type b
13032,1913,Type b,Type b
13033,759,Type a,Type b
13033,3893,Type a,Type b
13033,2347,Type a,Type b
13034,11719,Type b,Type b
13034,43,Type b,Type b
13034,6345,Type b,Type b
13035,7000,Type b,Type b
13035,5400,Type b,Type b
13035,3449,Type b,Type b
13036,763,Type b,Type b
13036,156,Type b,Type b
13036,6263,Type b,Type b
13037,2641,Type b,Type b
13037,6853,Type b,Type b
13037,755,Type b,Type b
13038,23,Type b,Type b
13038,6521,Type b,Type a
13038,5527,Type b,Type b
13039,889,Type b,Type b
13039,6967,Type b,Type b
13039,7008,Type b,Type b
13040,3051,Type b,Type b
13040,1513,Type b,Type b
13040,5656,Type b,Type b
13041,5328,Type b,Type b
13041,8671,Type b,Type b
13041,168,Type b,Type b
13042,497,Type a,Type b
13042,10270,Type a,Type b
13042,3852,Type a,Type b
13043,5,Type b,Type b
13043,12511,Type b,Type b
13043,10173,Type b,Type b
13044,568,Type b,Type b
13044,8799,Type b,Type b
13044,4323,Type b,Type b
13045,12776,Type b,Type b
13045,4409,Type b,Type b
13045,568,Type b,Type b
13046,10087,Type b,Type b
13046,3828,Type b,Type b
13046,6348,Type b,Type b
13047,1,Type b,Type b
13047,7,Type b,Type b
13047,3973,Type b,Type a
13048,480,Type b,Type b
13048,5632,Type b,Type b
13048,10922,Type b,Type b
13049,989,Type b,Type b
13049,12418,Type b,Type a
13049,315,Type b,Type b
13050,5427,Type b,Type b
13050,3020,Type b,Type b
13050,763,Type b,Type b
13051,5443,Type b,Type b
13051,12359,Type b,Type b
13051,5500,Type b,Type b
13052,529,Type b,Type b
13052,9297,Type b,Type b
13052,2061,Type b,Type b
13053,10745,Type b,Type b
13053,74,Type b,Type b
13053,6840,Type b,Type a
13054,8884,Type b,Type b
13054,2359,Type b,Type b
13054,2864,Type b,Type b
13055,12119,Type b,Type b
13055,10972,Type b,Type b
13055,6280,Type b,Type b
13056,5112,Type b,Type b
13056,9893,Type b,Type b
13056,12096,Type b,Type b
13057,291,Type b,Type b
13057,9706,Type b,Type b
13057,2143,Type b,Type b
13058,1420,Type a,Type a
13058,10295,Type a,Type b
13058,1242,Type a,Type b
13059,768,Type b,Type a
13059,2753,Type b,Type b
13059,5548,Type b,Type b
13060,28,Type b,Type b
13060,541,Type b,Type b
13060,7267,Type b,Type b
13061,4449,Type b,Type b
13061,11883,Type b,Type b
13061,11955,Type b,Type b
13062,8274,Type b,Type b
13062,3412,Type b,Type b
13062,7011,Type b,Type b
13063,6201,Type b,Type b
13063,8720,Type b,Type b
13063,12912,Type b,Type b
13064,2536,Type b,Type b
13064,7416,Type b,Type b
13064,1388,Type b,Type b
13065,4663,Type b,Type b
13065,6996,Type b,Type b
13065,9236,Type b,Type b
13066,3880,Type b,Type b
13066,1185,Type b,Type b
13066,3853,Type b,Type b
13067,772,Type b,Type b
13067,5948,Type b,Type b
13067,9789,Type b,Type b
13068,6515,Type b,Type b
13068,6717,Type b,Type b
13068,11915,Type b,Type b
13069,2633,Type b,Type b
13069,8334,Type b,Type b
13069,5063,Type b,Type b
13070,3930,Type b,Type b
13070,1319,Type b,Type b
13070,7227,Type b,Type b
13071,10056,Type b,Type a
13071,325,Type b,Type b
13071,9582,Type b,Type b
13072,453,Type b,Type b
13072,2744,Type b,Type b
13072,441,Type b,Type b
13073,3262,Type b,Type b
13073,1334,Type b,Type b
13073,321,Type b,Type b
13074,744,Type b,Type b
13074,1727,Type b,Type b
13074,491,Type b,Type b
13075,812,Type b,Type b
13075,5982,Type b,Type b
13075,1498,Type b,Type b
13076,4269,Type b,Type b
13076,109,Type b,Type b
13076,9183,Type b,Type b
13077,11646,Type b,Type b
13077,1305,Type b,Type b
13077,6027,Type b,Type b
13078,6471,Type b,Type b
13078,572,Type b,Type b
13078,8987,Type b,Type b
13079,8805,Type a,Type b
13079,6110,Type a,Type b
13079,4336,Type a,Type b
13080,2127,Type b,Type b
13080,582,Type b,Type b
13080,7500,Type b,Type b
13081,4307,Type b,Type b
13081,4389,Type b,Type a
13081,675,Type b,Type b
13082,8079,Type b,Type b
13082,3647,Type b,Type b
13082,9891,Type b,Type b
13083,3068,Type b,Type b
13083,7303,Type b,Type b
13083,2079,Type b,Type b
13084,1375,Type b,Type b
13084,7510,Type b,Type b
13084,2652,Type b,Type b
13085,5436,Type b,Type b
13085,9480,Type b,Type b
13085,6268,Type b,Type b
13086,6497,Type b,Type b
13086,541,Type b,Type b
13086,9165,Type b,Type b
13087,11332,Type b,Type b
13087,135,Type b,Type b
13087,2835,Type b,Type b
13088,254,Type b,Type b
13088,61,Type b,Type b
13088,3190,Type b,Type b
13089,7857,Type b,Type b
13089,4234,Type b,Type b
13089,5963,Type b,Type b
13090,9093,Type b,Type b
13090,2589,Type b,Type b
13090,4349,Type b,Type b
13091,4746,Type b,Type b
13091,5283,Type b,Type b
13091,6955,Type b,Type b
13092,10335,Type b,Type b
13092,4133,Type b,Type b
13092,964,Type b,Type b
13093,9210,Type b,Type b
13093,7868,Type b,Type b
13093,256,Type b,Type b
13094,6192,Type b,Type b
13094,880,Type b,Type b
13094,1834,Type b,Type b
13095,12217,Type b,Type b
13095,5903,Type b,Type b
13095,3803,Type b,Type b
13096,10141,Type b,Type b
13096,2454,Type b,Type b
13096,3398,Type b,Type b
13097,6674,Type a,Type b
13097,1282,Type a,Type b
13097,978,Type a,Type b
13098,12596,Type b,Type b
13098,11212,Type b,Type b
13098,7870,Type b,Type b
13099,7431,Type b,Type b
13099,4193,Type b,Type b
13099,0,Type b,Type b
13100,304,Type b,Type b
13100,9637,Type b,Type b
13100,2865,Type b,Type a
13101,9385,Type b,Type b
13101,10461,Type b,Type b
13101,2832,Type b,Type b
13102,3358,Type b,Type b
13102,5519,Type b,Type a
13102,6814,Type b,Type b
13103,2942,Type a,Type b
13103,9905,Type a,Type b
13103,112,Type a,Type b
13104,6921,Type b,Type b
13104,1685,Type b,Type b
13104,7823,Type b,Type b
13105,8807,Type b,Type b
13105,990,Type b,Type b
13105,3890,Type b,Type b
13106,11338,Type b,Type b
13106,2171,Type b,Type b
13106,1653,Type b,Type b
13107,763,Type b,Type b
13107,6284,Type b,Type b
13107,8794,Type b,Type b
13108,7879,Type b,Type b
13108,6776,Type b,Type b
13108,4367,Type b,Type b
13109,3133,Type b,Type b
13109,124,Type b,Type b
13109,11628,Type b,Type a
13110,3036,Type b,Type b
13110,8088,Type b,Type b
13110,9839,Type b,Type b
13111,7260,Type b,Type b
13111,5109,Type b,Type b
13111,7538,Type b,Type b
13112,5582,Type a,Type b
13112,4426,Type a,Type b
13112,5956,Type a,Type b
13113,1760,Type b,Type b
13113,2885,Type b,Type b
13113,11808,Type b,Type b
13114,250,Type b,Type b
13114,1479,Type b,Type b
13114,11467,Type b,Type b
13115,10549,Type b,Type b
13115,10430,Type b,Type b
13115,10030,Type b,Type b
13116,2527,Type b,Type b
13116,5910,Type b,Type b
13116,6294,Type b,Type b
13117,7851,Type b,Type b
13117,2249,Type b,Type b
13117,4100,Type b,Type b
13118,2310,Type b,Type b
13118,1441,Type b,Type b
13118,5149,Type b,Type b
13119,10178,Type b,Type b
13119,8780,Type b,Type b
13119,5594,Type b,Type b
13120,7835,Type b,Type b
13120,10191,Type b,Type b
13120,9492,Type b,Type b
13121,9957,Type a,Type b
13121,7423,Type a,Type b
13121,10499,Type a,Type b
13122,6670,Type b,Type b
13122,6121,Type b,Type b
13122,2235,Type b,Type b
13123,4248,Type b,Type b
13123,6228,Type b,Type b
13123,797,Type b,Type b
13124,1488,Type b,Type b
13124,5407,Type b,Type b
13124,1243,Type b,Type b
13125,8038,Type b,Type b
13125,236,Type b,Type b
13125,5,Type b,Type b
13126,1282,Type b,Type b
13126,6900,Type b,Type b
13126,2099,Type b,Type b
13127,11343,Type b,Type b
13127,7797,Type b,Type b
13127,2638,Type b,Type b
13128,7841,Type b,Type b
13128,6432,Type b,Type b
13128,7918,Type b,Type b
13129,7208,Type b,Type b
13129,4924,Type b,Type b
13129,12622,Type b,Type b
13130,209,Type b,Type b
13130,1677,Type b,Type b
13130,6046,Type b,Type b
13131,8192,Type b,Type b
13131,8765,Type b,Type b
13131,2327,Type b,Type b
13132,7104,Type b,Type b
13132,3984,Type b,Type b
13132,2247,Type b,Type b
13133,11174,Type b,Type b
13133,1266,Type b,Type b
13133,5097,Type b,Type b
13134,2104,Type b,Type b
13134,4457,Type b,Type b
13134,142,Type b,Type b
13135,3156,Type b,Type b
13135,349,Type b,Type b
13135,4320,Type b,Type b
13136,4721,Type b,Type b
13136,192,Type b,Type b
13136,453,Type b,Type b
13137,649,Type b,Type b
13137,4482,Type b,Type b
13137,8635,Type b,Type a
13138,649,Type a,Type b
13138,106,Type a,Type b
13138,1076,Type a,Type b
13139,9681,Type b,Type b
13139,10869,Type b,Type b
13139,2336,Type b,Type b
13140,5360,Type b,Type a
13140,12085,Type b,Type b
13140,11591,Type b,Type b
13141,1272,Type b,Type b
13141,635,Type b,Type b
13141,2383,Type b,Type b
13142,1244,Type b,Type b
13142,573,Type b,Type b
13142,711,Type b,Type b
13143,10042,Type b,Type b
13143,5341,Type b,Type b
13143,3908,Type b,Type b
13144,9278,Type b,Type b
13144,7858,Type b,Type b
13144,1434,Type b,Type b
13145,4392,Type b,Type b
13145,133,Type b,Type b
13145,2899,Type b,Type b
13146,12435,Type b,Type b
13146,180,Type b,Type b
13146,11242,Type b,Type b
13147,12389,Type b,Type b
13147,5936,Type b,Type b
13147,1723,Type b,Type b
13148,815,Type b,Type b
13148,10919,Type b,Type b
13148,391,Type b,Type b
13149,6454,Type a,Type b
13149,10583,Type a,Type b
13149,1079,Type a,Type b
13150,9355,Type b,Type b
13150,108,Type b,Type b
13150,4949,Type b,Type b
13151,4378,Type b,Type b
13151,27,Type b,Type b
13151,4731,Type b,Type b
13152,12956,Type b,Type b
13152,778,Type b,Type b
13152,921,Type b,Type b
13153,2519,Type b,Type b
13153,986,Type b,Type b
13153,2232,Type b,Type b
13154,5147,Type b,Type b
13154,3987,Type b,Type b
13154,10325,Type b,Type b
13155,292,Type b,Type b
13155,6433,Type b,Type b
13155,6837,Type b,Type b
13156,4167,Type a,Type b
13156,5696,Type a,Type a
13156,9625,Type a,Type b
13157,9944,Type b,Type b
13157,3291,Type b,Type b
13157,3561,Type b,Type b
13158,331,Type b,Type b
13158,2924,Type b,Type b
13158,1591,Type b,Type b
13159,2549,Type b,Type b
13159,8657,Type b,Type b
13159,7617,Type b,Type b
13160,6770,Type b,Type b
13160,523,Type b,Type b
13160,607,Type b,Type b
13161,5734,Type b,Type b
13161,8727,Type b,Type b
13161,8170,Type b,Type b
13162,10321,Type b,Type b
13162,645,Type b,Type b
13162,7137,Type b,Type b
13163,2161,Type b,Type b
13163,4832,Type b,Type b
13163,8183,Type b,Type b
13164,1852,Type b,Type b
13164,12752,Type b,Type b
13164,3525,Type b,Type b
13165,10925,Type b,Type b
13165,3661,Type b,Type b
13165,4,Type b,Type b
13166,1384,Type a,Type b
13166,4535,Type a,Type b
13166,3672,Type a,Type b
13167,1978,Type b,Type b
13167,5666,Type b,Type b
13167,1204,Type b,Type b
13168,8767,Type b,Type b
13168,11119,Type b,Type b
13168,531,Type b,Type b
13169,5412,Type b,Type b
13169,3627,Type b,Type b
13169,351,Type b,Type b
13170,7269,Type b,Type b
13170,5,Type b,Type b
13170,11747,Type b,Type b
13171,6179,Type b,Type b
13171,4983,Type b,Type b
13171,9893,Type b,Type b
13172,10721,Type b,Type b
13172,649,Type b,Type b
13172,16,Type b,Type b
13173,5982,Type b,Type b
13173,3631,Type b,Type b
13173,10132,Type b,Type a
13174,11916,Type a,Type b
13174,1300,Type a,Type b
13174,2627,Type a,Type b
13175,4360,Type a,Type b
13175,3186,Type a,Type b
13175,10116,Type a,Type b
13176,6542,Type b,Type b
13176,5968,Type b,Type b
13176,7767,Type b,Type b
13177,118,Type b,Type b
13177,5002,Type b,Type b
13177,4989,Type b,Type b
13178,10920,Type a,Type b
13178,3081,Type a,Type b
13178,1532,Type a,Type b
13179,3224,Type a,Type b
13179,5423,Type a,Type b
13179,9635,Type a,Type b
13180,392,Type b,Type b
13180,10871,Type b,Type b
13180,4822,Type b,Type b
13181,1459,Type b,Type b
13181,3183,Type b,Type b
13181,10231,Type b,Type b
13182,8468,Type b,Type b
13182,1388,Type b,Type b
13182,12901,Type b,Type b
13183,12799,Type b,Type b
13183,516,Type b,Type b
