# Network edge list with node attributes
# N: 530, m: 3
# h: 0.2, f_a: 0.2
# Initial network nodes: 0 to 29
# Added nodes: 30 to 529
# Total edges: 1528
# Type a nodes: 110
# Type b nodes: 420
# Generated: 2026-02-15T17:31:14.159370
source,target,source_type,target_type,source_in_degree,target_in_degree,source_is_initial,target_is_initial,source_order,target_order
222,45,b,b,3,17,False,False,222,45
222,127,b,b,3,5,False,False,222,127
222,25,b,a,3,9,False,True,222,25
223,207,b,b,1,3,False,False,223,207
223,80,b,b,1,11,False,False,223,80
223,222,b,b,1,3,False,False,223,222
224,146,a,b,0,7,False,False,224,146
224,100,a,b,0,8,False,False,224,100
224,56,a,b,0,11,False,False,224,56
225,157,a,b,0,1,False,False,225,157
225,179,a,b,0,6,False,False,225,179
225,116,a,b,0,6,False,False,225,116
226,11,b,b,3,16,False,True,226,11
226,159,b,b,3,3,False,False,226,159
226,50,b,b,3,10,False,False,226,50
227,206,b,b,1,3,False,False,227,206
227,14,b,b,1,24,False,True,227,14
227,96,b,b,1,7,False,False,227,96
228,49,b,b,5,13,False,False,228,49
228,12,b,b,5,11,False,True,228,12
228,163,b,b,5,6,False,False,228,163
229,78,b,b,0,7,False,False,229,78
229,210,b,b,0,2,False,False,229,210
229,38,b,b,0,8,False,False,229,38
230,206,b,b,3,3,False,False,230,206
230,104,b,b,3,6,False,False,230,104
230,128,b,b,3,7,False,False,230,128
231,99,b,b,4,4,False,False,231,99
231,164,b,b,4,5,False,False,231,164
231,104,b,b,4,6,False,False,231,104
232,64,b,b,2,7,False,False,232,64
232,29,b,b,2,16,False,True,232,29
232,90,b,a,2,2,False,False,232,90
233,43,b,b,1,8,False,False,233,43
233,130,b,b,1,4,False,False,233,130
233,116,b,b,1,6,False,False,233,116
234,138,b,b,2,5,False,False,234,138
234,186,b,b,2,6,False,False,234,186
234,109,b,b,2,6,False,False,234,109
235,158,b,b,4,7,False,False,235,158
235,35,b,b,4,16,False,False,235,35
235,6,b,b,4,20,False,True,235,6
236,108,b,b,3,2,False,False,236,108
236,75,b,b,3,6,False,False,236,75
236,91,b,a,3,2,False,False,236,91
237,235,a,b,0,4,False,False,237,235
237,134,a,b,0,8,False,False,237,134
237,45,a,b,0,17,False,False,237,45
238,23,b,b,1,11,False,True,238,23
238,88,b,b,1,10,False,False,238,88
238,180,b,b,1,5,False,False,238,180
239,176,a,b,0,3,False,False,239,176
239,92,a,b,0,7,False,False,239,92
239,21,a,b,0,10,False,True,239,21
240,73,b,a,0,1,False,False,240,73
240,145,b,b,0,2,False,False,240,145
240,232,b,b,0,2,False,False,240,232
241,56,b,b,6,11,False,False,241,56
241,176,b,b,6,3,False,False,241,176
241,26,b,a,6,31,False,True,241,26
242,77,b,b,3,8,False,False,242,77
