# Network nodes data
# Layout: spring
# N: 1005, m: 2
# h: 0.7, f_a: 0.6
# Initial core size (n0): 5
# Added nodes: 1000
# Generated: 2026-03-13T16:19:24.824870
node_id,node_origin,node_type,in_degree,out_degree
232,added,Type b,1,2
233,added,Type a,0,2
234,added,Type b,0,2
235,added,Type a,1,2
236,added,Type a,0,2
237,added,Type b,1,2
238,added,Type a,1,2
239,added,Type a,1,2
240,added,Type a,0,2
241,added,Type a,1,2
242,added,Type b,1,2
243,added,Type b,2,2
244,added,Type b,4,2
245,added,Type b,1,2
246,added,Type b,4,2
247,added,Type a,3,2
248,added,Type a,4,2
249,added,Type a,0,2
250,added,Type b,0,2
251,added,Type b,0,2
252,added,Type a,0,2
253,added,Type a,0,2
254,added,Type a,2,2
255,added,Type a,3,2
256,added,Type b,1,2
257,added,Type b,2,2
258,added,Type a,0,2
259,added,Type b,2,2
260,added,Type a,1,2
261,added,Type a,3,2
262,added,Type a,2,2
263,added,Type a,5,2
264,added,Type a,6,2
265,added,Type a,3,2
266,added,Type a,1,2
267,added,Type b,8,2
268,added,Type b,2,2
269,added,Type b,1,2
270,added,Type a,2,2
271,added,Type a,5,2
272,added,Type a,0,2
273,added,Type a,7,2
274,added,Type a,4,2
275,added,Type a,4,2
276,added,Type a,4,2
277,added,Type b,3,2
278,added,Type a,0,2
279,added,Type b,1,2
280,added,Type b,3,2
281,added,Type a,4,2
282,added,Type a,3,2
283,added,Type b,1,2
284,added,Type b,1,2
285,added,Type a,0,2
286,added,Type a,1,2
287,added,Type a,1,2
288,added,Type b,2,2
289,added,Type a,0,2
290,added,Type b,1,2
291,added,Type a,0,2
292,added,Type b,4,2
293,added,Type b,0,2
294,added,Type a,0,2
295,added,Type a,2,2
296,added,Type a,5,2
297,added,Type a,0,2
298,added,Type b,2,2
299,added,Type a,1,2
300,added,Type b,0,2
301,added,Type a,2,2
302,added,Type b,1,2
303,added,Type a,1,2
304,added,Type b,1,2
305,added,Type a,2,2
306,added,Type a,3,2
307,added,Type a,1,2
308,added,Type a,2,2
309,added,Type b,0,2
310,added,Type a,0,2
311,added,Type a,8,2
312,added,Type a,4,2
313,added,Type a,1,2
314,added,Type b,1,2
315,added,Type a,2,2
316,added,Type b,3,2
317,added,Type a,2,2
318,added,Type a,2,2
319,added,Type a,3,2
320,added,Type b,0,2
321,added,Type b,0,2
322,added,Type a,1,2
323,added,Type a,0,2
324,added,Type a,2,2
325,added,Type a,1,2
326,added,Type a,0,2
327,added,Type a,3,2
328,added,Type a,1,2
329,added,Type b,4,2
330,added,Type b,0,2
331,added,Type b,5,2
332,added,Type b,0,2
333,added,Type a,2,2
334,added,Type a,2,2
335,added,Type a,2,2
336,added,Type a,0,2
337,added,Type a,1,2
338,added,Type a,0,2
339,added,Type a,2,2
340,added,Type a,1,2
341,added,Type b,4,2
342,added,Type a,1,2
343,added,Type b,1,2
344,added,Type b,1,2
345,added,Type a,0,2
346,added,Type a,0,2
347,added,Type a,1,2
348,added,Type a,6,2
349,added,Type a,1,2
350,added,Type b,1,2
351,added,Type a,0,2
352,added,Type a,1,2
353,added,Type b,0,2
354,added,Type a,1,2
355,added,Type b,0,2
356,added,Type a,0,2
357,added,Type b,0,2
358,added,Type a,3,2
359,added,Type a,0,2
360,added,Type a,0,2
361,added,Type a,2,2
362,added,Type b,0,2
363,added,Type b,0,2
364,added,Type a,1,2
365,added,Type b,0,2
366,added,Type b,2,2
367,added,Type b,1,2
368,added,Type a,2,2
369,added,Type a,0,2
370,added,Type a,2,2
371,added,Type b,2,2
372,added,Type b,0,2
373,added,Type a,1,2
374,added,Type a,2,2
375,added,Type a,2,2
376,added,Type b,0,2
377,added,Type b,1,2
378,added,Type b,2,2
379,added,Type b,3,2
380,added,Type a,0,2
381,added,Type b,2,2
382,added,Type a,4,2
383,added,Type a,2,2
384,added,Type a,0,2
385,added,Type b,1,2
386,added,Type b,0,2
387,added,Type b,0,2
388,added,Type b,1,2
389,added,Type a,3,2
390,added,Type b,1,2
391,added,Type b,3,2
392,added,Type b,0,2
393,added,Type a,1,2
394,added,Type b,1,2
395,added,Type b,0,2
396,added,Type b,4,2
397,added,Type b,0,2
398,added,Type a,6,2
399,added,Type b,0,2
400,added,Type a,0,2
401,added,Type a,0,2
402,added,Type b,0,2
403,added,Type a,1,2
404,added,Type b,4,2
405,added,Type b,1,2
406,added,Type a,2,2
407,added,Type b,1,2
408,added,Type b,1,2
409,added,Type b,0,2
410,added,Type b,3,2
411,added,Type b,4,2
412,added,Type a,4,2
413,added,Type b,1,2
414,added,Type a,6,2
415,added,Type a,0,2
416,added,Type b,1,2
417,added,Type a,1,2
418,added,Type a,0,2
419,added,Type b,1,2
420,added,Type a,2,2
421,added,Type b,1,2
422,added,Type b,1,2
423,added,Type b,0,2
424,added,Type b,1,2
425,added,Type a,0,2
426,added,Type a,0,2
427,added,Type b,2,2
428,added,Type a,3,2
429,added,Type b,2,2
430,added,Type a,0,2
431,added,Type b,0,2
432,added,Type b,0,2
433,added,Type b,1,2
434,added,Type a,0,2
435,added,Type a,1,2
436,added,Type a,2,2
437,added,Type b,0,2
438,added,Type b,0,2
439,added,Type a,2,2
440,added,Type b,0,2
441,added,Type a,1,2
442,added,Type a,1,2
443,added,Type b,4,2
444,added,Type b,4,2
445,added,Type a,2,2
446,added,Type b,0,2
447,added,Type b,2,2
448,added,Type b,3,2
449,added,Type a,4,2
450,added,Type a,0,2
451,added,Type b,2,2
452,added,Type b,0,2
453,added,Type a,4,2
454,added,Type a,0,2
455,added,Type a,0,2
456,added,Type a,2,2
457,added,Type a,5,2
458,added,Type b,0,2
459,added,Type a,0,2
460,added,Type a,0,2
461,added,Type a,0,2
462,added,Type b,1,2
463,added,Type a,0,2
464,added,Type a,0,2
465,added,Type b,2,2
466,added,Type b,3,2
467,added,Type a,1,2
468,added,Type a,0,2
469,added,Type a,0,2
470,added,Type a,2,2
471,added,Type a,0,2
472,added,Type a,1,2
473,added,Type a,1,2
474,added,Type b,1,2
475,added,Type a,0,2
476,added,Type a,0,2
477,added,Type a,1,2
478,added,Type b,0,2
479,added,Type a,1,2
480,added,Type b,0,2
481,added,Type a,0,2
482,added,Type a,0,2
483,added,Type a,2,2
484,added,Type b,2,2
485,added,Type a,0,2
486,added,Type b,1,2
487,added,Type b,1,2
488,added,Type a,0,2
489,added,Type a,1,2
490,added,Type a,1,2
491,added,Type b,1,2
492,added,Type b,0,2
493,added,Type b,0,2
494,added,Type b,0,2
495,added,Type b,0,2
496,added,Type b,1,2
497,added,Type a,5,2
498,added,Type b,2,2
499,added,Type b,0,2
500,added,Type a,0,2
501,added,Type b,1,2
502,added,Type b,0,2
503,added,Type b,3,2
504,added,Type a,0,2
505,added,Type a,0,2
506,added,Type a,0,2
507,added,Type a,0,2
508,added,Type a,0,2
509,added,Type a,0,2
510,added,Type b,4,2
511,added,Type b,1,2
512,added,Type a,1,2
513,added,Type b,0,2
514,added,Type a,4,2
515,added,Type b,0,2
516,added,Type b,0,2
517,added,Type a,1,2
518,added,Type a,0,2
519,added,Type b,0,2
520,added,Type b,0,2
521,added,Type a,1,2
522,added,Type b,1,2
523,added,Type a,0,2
524,added,Type a,2,2
525,added,Type a,0,2
526,added,Type b,0,2
527,added,Type a,0,2
528,added,Type a,0,2
529,added,Type a,0,2
530,added,Type a,0,2
531,added,Type a,0,2
532,added,Type a,0,2
533,added,Type b,0,2
534,added,Type a,0,2
535,added,Type a,0,2
536,added,Type b,0,2
537,added,Type b,0,2
538,added,Type b,3,2
539,added,Type a,0,2
540,added,Type a,0,2
541,added,Type b,0,2
542,added,Type b,0,2
543,added,Type b,1,2
544,added,Type a,0,2
545,added,Type b,0,2
546,added,Type a,1,2
547,added,Type a,0,2
548,added,Type b,0,2
549,added,Type b,1,2
550,added,Type a,0,2
551,added,Type b,0,2
552,added,Type a,5,2
553,added,Type b,2,2
554,added,Type b,0,2
555,added,Type b,0,2
556,added,Type a,0,2
557,added,Type b,0,2
558,added,Type a,0,2
559,added,Type a,1,2
560,added,Type b,0,2
561,added,Type b,1,2
562,added,Type a,1,2
563,added,Type a,1,2
564,added,Type a,0,2
565,added,Type b,3,2
566,added,Type a,0,2
567,added,Type a,0,2
568,added,Type a,0,2
569,added,Type a,1,2
570,added,Type a,0,2
571,added,Type a,0,2
572,added,Type b,1,2
573,added,Type a,0,2
574,added,Type a,1,2
575,added,Type b,3,2
576,added,Type a,0,2
577,added,Type b,2,2
578,added,Type a,2,2
579,added,Type b,0,2
580,added,Type a,0,2
581,added,Type b,0,2
582,added,Type b,1,2
583,added,Type b,0,2
584,added,Type a,0,2
585,added,Type a,0,2
586,added,Type b,0,2
587,added,Type a,0,2
588,added,Type b,1,2
589,added,Type a,0,2
590,added,Type a,0,2
591,added,Type b,0,2
592,added,Type a,1,2
593,added,Type b,0,2
594,added,Type b,1,2
595,added,Type b,2,2
596,added,Type a,0,2
597,added,Type a,1,2
598,added,Type a,0,2
599,added,Type b,1,2
600,added,Type b,0,2
601,added,Type b,0,2
602,added,Type a,0,2
603,added,Type b,1,2
604,added,Type b,1,2
605,added,Type b,0,2
606,added,Type a,1,2
607,added,Type a,3,2
608,added,Type a,2,2
609,added,Type a,0,2
610,added,Type b,0,2
611,added,Type a,0,2
612,added,Type b,1,2
613,added,Type b,1,2
614,added,Type b,0,2
615,added,Type a,1,2
616,added,Type a,0,2
617,added,Type b,0,2
618,added,Type a,1,2
619,added,Type a,0,2
620,added,Type a,0,2
621,added,Type b,0,2
622,added,Type a,0,2
623,added,Type b,4,2
624,added,Type a,1,2
625,added,Type b,1,2
626,added,Type a,0,2
627,added,Type a,1,2
628,added,Type b,0,2
629,added,Type a,0,2
630,added,Type a,0,2
631,added,Type a,1,2
632,added,Type b,1,2
633,added,Type a,0,2
634,added,Type a,1,2
635,added,Type a,1,2
636,added,Type a,0,2
637,added,Type a,1,2
638,added,Type a,0,2
639,added,Type a,1,2
640,added,Type a,0,2
641,added,Type a,0,2
642,added,Type a,0,2
643,added,Type a,0,2
644,added,Type a,1,2
645,added,Type a,0,2
646,added,Type a,1,2
647,added,Type a,0,2
648,added,Type b,0,2
649,added,Type a,0,2
650,added,Type a,1,2
651,added,Type a,0,2
652,added,Type b,0,2
653,added,Type a,0,2
654,added,Type b,1,2
655,added,Type a,0,2
656,added,Type b,0,2
657,added,Type b,1,2
658,added,Type b,1,2
659,added,Type b,0,2
660,added,Type b,0,2
661,added,Type a,0,2
662,added,Type b,0,2
663,added,Type a,0,2
664,added,Type a,0,2
665,added,Type a,0,2
666,added,Type a,2,2
667,added,Type a,0,2
668,added,Type a,0,2
669,added,Type a,0,2
670,added,Type b,0,2
671,added,Type a,0,2
672,added,Type a,1,2
673,added,Type a,0,2
674,added,Type b,0,2
675,added,Type b,0,2
676,added,Type a,0,2
677,added,Type b,0,2
678,added,Type b,0,2
679,added,Type a,0,2
680,added,Type b,0,2
681,added,Type b,1,2
682,added,Type b,0,2
683,added,Type a,0,2
684,added,Type b,0,2
685,added,Type b,1,2
686,added,Type a,0,2
687,added,Type a,2,2
688,added,Type a,0,2
689,added,Type a,1,2
690,added,Type b,2,2
691,added,Type b,0,2
692,added,Type a,0,2
693,added,Type a,0,2
694,added,Type a,1,2
695,added,Type a,0,2
696,added,Type a,1,2
697,added,Type a,0,2
698,added,Type b,0,2
699,added,Type a,0,2
700,added,Type a,0,2
701,added,Type a,0,2
702,added,Type b,0,2
703,added,Type a,0,2
704,added,Type a,1,2
705,added,Type b,0,2
706,added,Type a,0,2
707,added,Type a,0,2
708,added,Type a,0,2
709,added,Type a,0,2
710,added,Type b,2,2
711,added,Type a,0,2
712,added,Type a,0,2
713,added,Type a,0,2
714,added,Type a,1,2
715,added,Type a,0,2
716,added,Type a,1,2
717,added,Type b,0,2
718,added,Type a,1,2
719,added,Type a,0,2
720,added,Type b,0,2
721,added,Type a,0,2
722,added,Type a,0,2
723,added,Type a,1,2
724,added,Type a,1,2
725,added,Type a,0,2
726,added,Type a,0,2
727,added,Type a,1,2
728,added,Type b,0,2
729,added,Type a,0,2
730,added,Type b,0,2
731,added,Type a,0,2
732,added,Type b,0,2
733,added,Type a,0,2
734,added,Type b,0,2
735,added,Type a,0,2
736,added,Type a,0,2
737,added,Type b,0,2
738,added,Type b,0,2
739,added,Type a,0,2
740,added,Type a,0,2
741,added,Type b,0,2
742,added,Type b,0,2
743,added,Type a,0,2
744,added,Type a,0,2
745,added,Type a,0,2
746,added,Type b,0,2
747,added,Type a,0,2
748,added,Type a,0,2
749,added,Type a,0,2
750,added,Type a,0,2
751,added,Type a,1,2
752,added,Type a,0,2
753,added,Type a,2,2
754,added,Type b,1,2
755,added,Type b,0,2
756,added,Type a,0,2
757,added,Type b,0,2
758,added,Type a,0,2
759,added,Type a,0,2
760,added,Type a,0,2
761,added,Type b,0,2
762,added,Type b,0,2
763,added,Type a,0,2
764,added,Type a,1,2
765,added,Type a,0,2
766,added,Type b,2,2
767,added,Type b,0,2
768,added,Type a,0,2
769,added,Type a,0,2
770,added,Type a,0,2
771,added,Type a,0,2
772,added,Type b,0,2
773,added,Type a,0,2
774,added,Type a,0,2
775,added,Type b,0,2
776,added,Type b,0,2
777,added,Type a,1,2
778,added,Type a,0,2
779,added,Type a,0,2
780,added,Type a,0,2
781,added,Type b,0,2
782,added,Type b,0,2
783,added,Type a,1,2
784,added,Type a,1,2
785,added,Type b,0,2
786,added,Type b,0,2
787,added,Type b,0,2
788,added,Type a,0,2
789,added,Type a,0,2
790,added,Type a,0,2
791,added,Type a,0,2
792,added,Type a,1,2
793,added,Type b,0,2
794,added,Type a,0,2
795,added,Type a,0,2
796,added,Type a,0,2
797,added,Type b,0,2
798,added,Type a,1,2
799,added,Type b,3,2
800,added,Type b,1,2
801,added,Type b,0,2
802,added,Type b,0,2
803,added,Type b,0,2
804,added,Type a,0,2
805,added,Type b,0,2
806,added,Type b,1,2
807,added,Type a,0,2
808,added,Type a,0,2
809,added,Type b,0,2
810,added,Type a,0,2
811,added,Type b,0,2
812,added,Type a,0,2
813,added,Type a,0,2
814,added,Type b,0,2
815,added,Type a,0,2
816,added,Type b,0,2
817,added,Type a,0,2
818,added,Type a,0,2
819,added,Type a,0,2
820,added,Type a,0,2
821,added,Type a,1,2
822,added,Type a,0,2
823,added,Type b,0,2
824,added,Type b,0,2
825,added,Type a,0,2
826,added,Type b,0,2
827,added,Type a,0,2
828,added,Type a,0,2
829,added,Type b,0,2
830,added,Type b,0,2
831,added,Type b,1,2
832,added,Type a,0,2
833,added,Type a,0,2
834,added,Type b,0,2
835,added,Type a,0,2
836,added,Type b,0,2
837,added,Type a,0,2
838,added,Type a,0,2
839,added,Type b,1,2
840,added,Type a,1,2
841,added,Type a,0,2
842,added,Type a,0,2
843,added,Type a,0,2
844,added,Type a,0,2
845,added,Type b,1,2
846,added,Type b,2,2
847,added,Type a,0,2
848,added,Type a,0,2
849,added,Type b,0,2
850,added,Type a,0,2
851,added,Type a,0,2
852,added,Type a,0,2
853,added,Type a,0,2
854,added,Type a,2,2
855,added,Type b,0,2
856,added,Type b,0,2
857,added,Type a,0,2
858,added,Type a,0,2
859,added,Type b,0,2
860,added,Type a,0,2
861,added,Type a,0,2
862,added,Type a,0,2
863,added,Type b,0,2
864,added,Type b,0,2
865,added,Type b,1,2
866,added,Type b,0,2
867,added,Type a,0,2
868,added,Type b,0,2
869,added,Type b,1,2
870,added,Type a,0,2
871,added,Type a,0,2
872,added,Type b,0,2
873,added,Type a,0,2
874,added,Type b,0,2
875,added,Type a,0,2
876,added,Type a,0,2
877,added,Type a,0,2
878,added,Type a,0,2
879,added,Type a,1,2
880,added,Type b,2,2
881,added,Type a,0,2
882,added,Type a,0,2
883,added,Type b,0,2
884,added,Type a,0,2
885,added,Type b,0,2
886,added,Type a,0,2
887,added,Type b,0,2
888,added,Type a,0,2
889,added,Type b,0,2
890,added,Type b,0,2
891,added,Type a,0,2
892,added,Type a,0,2
893,added,Type b,0,2
894,added,Type a,0,2
895,added,Type a,0,2
896,added,Type a,0,2
897,added,Type b,0,2
898,added,Type b,0,2
899,added,Type a,0,2
900,added,Type a,0,2
901,added,Type a,0,2
902,added,Type b,0,2
903,added,Type b,0,2
904,added,Type a,0,2
905,added,Type b,1,2
906,added,Type a,1,2
907,added,Type a,0,2
908,added,Type a,0,2
909,added,Type a,0,2
910,added,Type a,0,2
911,added,Type b,0,2
912,added,Type a,0,2
913,added,Type b,0,2
914,added,Type a,1,2
915,added,Type b,0,2
916,added,Type b,0,2
917,added,Type a,0,2
918,added,Type b,0,2
919,added,Type b,0,2
920,added,Type a,0,2
921,added,Type a,0,2
922,added,Type a,0,2
923,added,Type b,0,2
924,added,Type a,0,2
925,added,Type a,0,2
926,added,Type b,0,2
927,added,Type a,0,2
928,added,Type b,0,2
929,added,Type b,0,2
930,added,Type a,0,2
931,added,Type a,0,2
932,added,Type b,0,2
933,added,Type a,0,2
934,added,Type b,0,2
935,added,Type a,0,2
936,added,Type b,0,2
937,added,Type a,1,2
938,added,Type a,0,2
939,added,Type b,0,2
940,added,Type b,2,2
941,added,Type a,0,2
942,added,Type b,0,2
943,added,Type a,0,2
944,added,Type a,0,2
945,added,Type b,0,2
946,added,Type a,1,2
947,added,Type a,0,2
948,added,Type a,0,2
949,added,Type a,0,2
950,added,Type b,0,2
951,added,Type a,0,2
952,added,Type a,0,2
953,added,Type b,0,2
954,added,Type a,0,2
955,added,Type a,0,2
956,added,Type a,0,2
957,added,Type b,0,2
958,added,Type a,0,2
959,added,Type b,0,2
960,added,Type b,0,2
961,added,Type a,0,2
962,added,Type a,0,2
963,added,Type a,0,2
964,added,Type b,0,2
965,added,Type b,0,2
966,added,Type b,0,2
967,added,Type a,0,2
968,added,Type b,0,2
969,added,Type a,0,2
970,added,Type b,0,2
971,added,Type a,0,2
972,added,Type a,0,2
973,added,Type b,0,2
974,added,Type a,0,2
975,added,Type a,0,2
976,added,Type b,0,2
977,added,Type a,0,2
978,added,Type a,0,2
979,added,Type a,0,2
980,added,Type a,0,2
981,added,Type a,0,2
982,added,Type a,0,2
983,added,Type a,0,2
984,added,Type b,0,2
985,added,Type b,0,2
986,added,Type a,0,2
987,added,Type a,0,2
988,added,Type a,0,2
989,added,Type a,0,2
990,added,Type a,0,2
991,added,Type b,0,2
992,added,Type a,0,2
993,added,Type a,0,2
994,added,Type b,0,2
995,added,Type a,0,2
996,added,Type a,0,2
997,added,Type b,0,2
998,added,Type a,0,2
999,added,Type a,0,2
1000,added,Type a,0,2
1001,added,Type b,0,2
1002,added,Type b,0,2
1003,added,Type a,0,2
1004,added,Type a,0,2
