# frac_edges grid for p_c=0.4
# Valid region: n0 > m
# Generated: 2026-02-16T09:01:18.348725
m,n0,frac_edges,valid
25,140,0.733340512326754,True
27,140,0.7313886546529664,True
29,140,0.7059372199178773,True
31,140,0.6958077281306518,True
33,140,0.6693337317864355,True
1,150,1.0,True
3,150,0.948418302499647,True
5,150,0.9247855392156863,True
7,150,0.9248847193512482,True
9,150,0.8987966353030721,True
11,150,0.8862909875413687,True
13,150,0.8887155283379491,True
15,150,0.8326018305411337,True
17,150,0.856302629041589,True
19,150,0.8057020887330386,True
21,150,0.8015132877535257,True
23,150,0.7850897015189326,True
25,150,0.7747268297484865,True
27,150,0.7421063632834662,True
29,150,0.7080917417303763,True
31,150,0.6893168049015834,True
33,150,0.666698354065946,True
